feature,pct_change,special_new_value
hospitals,201.918559333008,
beforeschool,0.0,
theatres,,
cultureorg,894.7482340922126,
zoos,,
library,1898.979711348777,
roadslen,461.6257922885606,
avgsalary,0.0,
cinemas,,
schoolnum,286.5742619736558,
naturesecure,0.0,
circuses,,
agrprod,4240.666917355935,
docsnum,40.6922753213406,
musartschool,96.38113410845062,
foodservturnover,551.5562101639731,
avgsaldiff,83.7603039875487,
livestock,5320.785062349446,
sportschool,143.90628013859157,
