feature,pct_change,special_new_value
munipoliceworkers,,0.00014721036360959813
hospitals,0.0,
badhousesdwellers,-76.74797535008622,
livestock,0.0,
roadslen,0.0,
pollutionvol,0.0,
servicesnum,56.139825837175714,
docsnum,184.96792854196892,
agrprod,0.0,
avgsalary,47.02219496607081,
naturesecure,451.25309064726525,
badcompanies,0.0,
circuses,,0.00014721036360959813
foodservturnover,474.8772934189165,
library,0.0,
avgsaldiff,0.0,
zoos,,0.00014721036360959813
cinemas,,0.00014721036360959813
